지역번호,지점명,일자,시간,기온(C),풍속(m/s),습도(%)
2,부산,2020-08-18,20,27.7,2,80
3,대구,2020-08-18,20,30.5,1,63
4,인천,2020-08-18,20,26.5,2.3,81
5,광주,2020-08-18,20,28.6,1.6,83
6,대전,2020-08-18,20,29.4,0.6,77
7,울산,2020-08-18,20,27.1,1,86
8,강릉,2020-08-18,20,31.7,2.3,59
9,제주,2020-08-18,20,28.8,2.1,71
1,서울,2020-08-18,21,27.5,1.4,73
2,부산,2020-08-18,21,27.3,1.2,81
3,대구,2020-08-18,21,30.4,1.4,60
4,인천,2020-08-18,21,25.5,2.2,78
5,광주,2020-08-18,21,28,1.4,83
6,대전,2020-08-18,21,28.4,1.2,84
7,울산,2020-08-18,21,26.4,0.6,90
8,강릉,2020-08-18,21,30.6,2.7,61
9,제주,2020-08-18,21,28.6,1.9,69
1,서울,2020-08-18,22,26.8,1.2,75
2,부산,2020-08-18,22,27.8,2.2,80
3,대구,2020-08-18,22,29,0.6,68
4,인천,2020-08-18,22,25.3,2.3,78
5,광주,2020-08-18,22,27,1.1,89
6,대전,2020-08-18,22,27.7,1,86
7,울산,2020-08-18,22,25.6,0.2,93
8,강릉,2020-08-18,22,30.5,3.9,59
9,제주,2020-08-18,22,28.3,1.9,76
1,서울,2020-08-18,23,26.2,1.8,80
2,부산,2020-08-18,23,27.8,2.7,81
3,대구,2020-08-18,23,27.7,0.9,74
4,인천,2020-08-18,23,24.8,1.6,84
5,광주,2020-08-18,23,26.5,1.6,88
6,대전,2020-08-18,23,27.1,0.5,90
7,울산,2020-08-18,23,25.9,1.1,91
8,강릉,2020-08-18,23,29.9,2.8,61
9,제주,2020-08-18,23,28.1,1.1,70
1,서울,2020-08-19,0,25.8,2,82
2,부산,2020-08-19,0,27.6,0.9,81
3,대구,2020-08-19,0,27.1,1.3,78
4,인천,2020-08-19,0,24.3,1.3,90
5,광주,2020-08-19,0,26,1.4,90
6,대전,2020-08-19,0,26.8,0.5,91
7,울산,2020-08-19,0,25.6,1.5,94
8,강릉,2020-08-19,0,29.4,2.5,60
9,제주,2020-08-19,0,27.8,1.5,70
1,서울,2020-08-19,1,25.2,1.4,83
2,부산,2020-08-19,1,27.2,1.9,84
3,대구,2020-08-19,1,26.3,1.1,83
4,인천,2020-08-19,1,24,1.8,91
5,광주,2020-08-19,1,25.6,1.1,94
6,대전,2020-08-19,1,26.2,0.9,95
7,울산,2020-08-19,1,25.4,1.5,95
8,강릉,2020-08-19,1,28.7,2.2,62
9,제주,2020-08-19,1,27.1,1.7,70
1,서울,2020-08-19,2,24.8,1.6,85
2,부산,2020-08-19,2,27.2,1.1,83
3,대구,2020-08-19,2,25.6,0.6,86
4,인천,2020-08-19,2,23.9,1.7,90
5,광주,2020-08-19,2,25,1.1,95
6,대전,2020-08-19,2,25.9,0.6,96
7,울산,2020-08-19,2,25.4,0.9,95
8,강릉,2020-08-19,2,28.2,2.3,63
9,제주,2020-08-19,2,26.9,1.7,70
1,서울,2020-08-19,3,24.3,1.5,86
2,부산,2020-08-19,3,27.5,2.1,82
3,대구,2020-08-19,3,26,0.9,83
4,인천,2020-08-19,3,23.6,2.1,92
5,광주,2020-08-19,3,24.7,0,96
6,대전,2020-08-19,3,25.6,0.5,97
7,울산,2020-08-19,3,24.5,0.4,98
8,강릉,2020-08-19,3,27.7,2.4,63
9,제주,2020-08-19,3,26.6,1.3,70
1,서울,2020-08-19,4,24,1.2,87
2,부산,2020-08-19,4,27,3.6,86
3,대구,2020-08-19,4,25.2,0.2,86
4,인천,2020-08-19,4,23.6,1,93
5,광주,2020-08-19,4,24.7,0.4,97
6,대전,2020-08-19,4,25.5,0.4,97
7,울산,2020-08-19,4,24.1,0.5,98
8,강릉,2020-08-19,4,27.8,2.6,59
9,제주,2020-08-19,4,26.7,1,74
1,서울,2020-08-19,5,23.7,1.1,88
2,부산,2020-08-19,5,26.8,4.3,85
3,대구,2020-08-19,5,25,0.2,88
4,인천,2020-08-19,5,23.6,0.6,92
5,광주,2020-08-19,5,23.6,0.3,99
6,대전,2020-08-19,5,25.5,0.3,97
7,울산,2020-08-19,5,23.8,0.3,98
8,강릉,2020-08-19,5,27.8,2.4,57
9,제주,2020-08-19,5,26.4,1.7,73
1,서울,2020-08-19,6,23.7,0.4,90
2,부산,2020-08-19,6,26.5,3.3,85
3,대구,2020-08-19,6,25,0.5,89
4,인천,2020-08-19,6,23.8,1.2,93
5,광주,2020-08-19,6,23.7,0.8,99
6,대전,2020-08-19,6,25.4,0,97
7,울산,2020-08-19,6,24.7,1.3,96
8,강릉,2020-08-19,6,28,2.2,56
9,제주,2020-08-19,6,26,1.6,72
1,서울,2020-08-19,7,24,0.8,90
2,부산,2020-08-19,7,26.8,3.4,83
3,대구,2020-08-19,7,27.2,1.1,76
4,인천,2020-08-19,7,24.2,1.5,88
5,광주,2020-08-19,7,24.2,0,99
6,대전,2020-08-19,7,25.4,0.7,93
7,울산,2020-08-19,7,26.3,0.6,91
8,강릉,2020-08-19,7,28.5,2.5,57
9,제주,2020-08-19,7,26.5,1.6,73
1,서울,2020-08-19,8,25,0.9,84
2,부산,2020-08-19,8,27.9,2.9,79
3,대구,2020-08-19,8,29.1,1.8,66
4,인천,2020-08-19,8,24.9,2.7,78
5,광주,2020-08-19,8,26.1,1.4,93
6,대전,2020-08-19,8,26,0.2,92
7,울산,2020-08-19,8,28,0.7,81
8,강릉,2020-08-19,8,30.1,3,52
9,제주,2020-08-19,8,29.3,0.8,73
1,서울,2020-08-19,9,25.8,1.7,81
2,부산,2020-08-19,9,29.6,3.2,67
3,대구,2020-08-19,9,30,3.1,60
4,인천,2020-08-19,9,25.6,1.2,75
5,광주,2020-08-19,9,27.5,1.7,79
6,대전,2020-08-19,9,27.2,0.6,86
7,울산,2020-08-19,9,30.6,1.3,64
8,강릉,2020-08-19,9,31.6,3.1,49
9,제주,2020-08-19,9,29.4,2.3,72
1,서울,2020-08-19,10,27.5,1.9,74
2,부산,2020-08-19,10,30.9,2.6,67
3,대구,2020-08-19,10,31.3,3,51
4,인천,2020-08-19,10,26.9,2.5,69
5,광주,2020-08-19,10,29,1.5,71
6,대전,2020-08-19,10,28.8,1.1,74
7,울산,2020-08-19,10,31.3,1.8,62
8,강릉,2020-08-19,10,32.9,4,45
9,제주,2020-08-19,10,29,3.3,81
1,서울,2020-08-19,11,29.1,1.6,70
2,부산,2020-08-19,11,31.8,3.7,61
3,대구,2020-08-19,11,32.4,2.7,45
4,인천,2020-08-19,11,27.9,2.9,65
5,광주,2020-08-19,11,30.1,1.8,66
6,대전,2020-08-19,11,30.4,0.6,66
7,울산,2020-08-19,11,32.4,2.6,51
8,강릉,2020-08-19,11,34.3,2.7,42
9,제주,2020-08-19,11,29.7,2.9,78
1,서울,2020-08-19,12,29.9,2.4,66
2,부산,2020-08-19,12,33.1,2.3,59
3,대구,2020-08-19,12,33.9,2.4,40
4,인천,2020-08-19,12,28.4,2.8,62
5,광주,2020-08-19,12,31.3,1.1,64
6,대전,2020-08-19,12,31.8,0.8,62
7,울산,2020-08-19,12,33.4,1.2,52
8,강릉,2020-08-19,12,35.4,3.3,38
9,제주,2020-08-19,12,29.6,3,75
1,서울,2020-08-19,13,30.3,2.7,65
2,부산,2020-08-19,13,31.9,4.9,68
3,대구,2020-08-19,13,34.1,2,37
4,인천,2020-08-19,13,28.8,2.1,63
5,광주,2020-08-19,13,32.5,0.7,58
6,대전,2020-08-19,13,32.7,0.4,64
7,울산,2020-08-19,13,34.3,1.6,50
8,강릉,2020-08-19,13,35.5,3.4,43
9,제주,2020-08-19,13,29.5,3,74
1,서울,2020-08-19,14,31.1,3.8,64
2,부산,2020-08-19,14,30.6,4.8,73
3,대구,2020-08-19,14,35.3,2.2,35
4,인천,2020-08-19,14,29,2.8,62
5,광주,2020-08-19,14,33.8,0.5,53
6,대전,2020-08-19,14,33.2,1.4,62
7,울산,2020-08-19,14,33.3,2.4,56
8,강릉,2020-08-19,14,34.6,1.9,43
9,제주,2020-08-19,14,30.1,2.3,68
1,서울,2020-08-19,15,31,3.3,62
2,부산,2020-08-19,15,30.9,6.7,72
3,대구,2020-08-19,15,35.4,3.4,36
4,인천,2020-08-19,15,29,2.3,60
5,광주,2020-08-19,15,33.5,1.6,55
6,대전,2020-08-19,15,34.1,2.2,65
7,울산,2020-08-19,15,33.4,2,56
8,강릉,2020-08-19,15,35,2.3,41
9,제주,2020-08-19,15,29.7,3,66
1,서울,2020-08-19,16,31,3.7,61
2,부산,2020-08-19,16,30.7,6.4,69
3,대구,2020-08-19,16,35.3,3.7,38
4,인천,2020-08-19,16,29,2.5,64
5,광주,2020-08-19,16,33.9,1.3,51
6,대전,2020-08-19,16,33.8,1.7,59
7,울산,2020-08-19,16,34.3,1.4,49
8,강릉,2020-08-19,16,34.8,1.6,41
9,제주,2020-08-19,16,30.2,2.2,66
1,서울,2020-08-19,17,30.4,3.6,63
2,부산,2020-08-19,17,30.6,4.8,66
3,대구,2020-08-19,17,35.2,2.8,40
4,인천,2020-08-19,17,28.2,2.6,69
5,광주,2020-08-19,17,32.8,1.7,63
6,대전,2020-08-19,17,33.5,1.9,62
7,울산,2020-08-19,17,33.3,1.2,55
8,강릉,2020-08-19,17,35,1.4,44
9,제주,2020-08-19,17,29.8,3,70
1,서울,2020-08-19,18,29.9,2.9,63
2,부산,2020-08-19,18,29.8,3.8,71
3,대구,2020-08-19,18,34.3,2.9,44
4,인천,2020-08-19,18,27.6,2.6,74
5,광주,2020-08-19,18,32,1.3,68
6,대전,2020-08-19,18,32.6,1.7,64
7,울산,2020-08-19,18,31.6,1.5,65
8,강릉,2020-08-19,18,34.4,2.5,46
9,제주,2020-08-19,18,29.8,2.4,73
1,서울,2020-08-19,19,28.7,2.6,69
2,부산,2020-08-19,19,28.2,2.4,81
3,대구,2020-08-19,19,32.8,2.1,50
4,인천,2020-08-19,19,26.4,2.5,81
5,광주,2020-08-19,19,30,1.2,76
6,대전,2020-08-19,19,30.5,1.3,75
7,울산,2020-08-19,19,30.4,0.6,71
8,강릉,2020-08-19,19,32.5,3.9,51
9,제주,2020-08-19,19,28.6,2.1,77
1,서울,2020-08-19,20,27.6,2.3,75
2,부산,2020-08-19,20,27.4,2.3,83
3,대구,2020-08-19,20,31.6,2.1,53
4,인천,2020-08-19,20,25.8,2,85
5,광주,2020-08-19,20,28.4,1.4,81
6,대전,2020-08-19,20,29.4,1.4,77
7,울산,2020-08-19,20,30,1.5,75
8,강릉,2020-08-19,20,31.4,3.6,56
9,제주,2020-08-19,20,28.2,2.1,80
1,서울,2020-08-19,21,26.7,2.5,80
2,부산,2020-08-19,21,26.8,2.2,85
3,대구,2020-08-19,21,31.3,2.3,54
4,인천,2020-08-19,21,25.5,1.5,88
5,광주,2020-08-19,21,27.5,1.2,82
6,대전,2020-08-19,21,28.3,0.5,82
7,울산,2020-08-19,21,29.8,1.8,70
8,강릉,2020-08-19,21,30.9,2.8,57
9,제주,2020-08-19,21,27.8,2,85
1,서울,2020-08-19,22,26.2,2.3,84
2,부산,2020-08-19,22,27.7,2.3,80
3,대구,2020-08-19,22,31.1,2.7,54
4,인천,2020-08-19,22,25.4,1.5,90
5,광주,2020-08-19,22,26.8,0.7,88
6,대전,2020-08-19,22,27.4,1.2,88
7,울산,2020-08-19,22,28.3,1.5,77
8,강릉,2020-08-19,22,30.3,2.3,60
9,제주,2020-08-19,22,27.7,1.4,82
1,서울,2020-08-19,23,25.8,1.4,85
2,부산,2020-08-19,23,27.6,1.8,78
3,대구,2020-08-19,23,30.5,1.5,57
4,인천,2020-08-19,23,25.3,1,89
5,광주,2020-08-19,23,26.3,0.6,94
6,대전,2020-08-19,23,26.8,1.2,88
7,울산,2020-08-19,23,28.3,0.9,73
8,강릉,2020-08-19,23,30,2.4,58
9,제주,2020-08-19,23,27.6,1.7,77
1,서울,2020-08-20,0,25.5,1.3,86
2,부산,2020-08-20,0,28.4,3.3,77
3,대구,2020-08-20,0,28.1,0.9,69
4,인천,2020-08-20,0,25.2,1.5,89
5,광주,2020-08-20,0,25.7,1,95
6,대전,2020-08-20,0,26.4,0,90
7,울산,2020-08-20,0,27.8,1.9,75
8,강릉,2020-08-20,0,29.7,2.6,60
9,제주,2020-08-20,0,27.6,1.6,83
1,서울,2020-08-20,1,25.3,1.2,86
2,부산,2020-08-20,1,28.4,1.9,76
3,대구,2020-08-20,1,27.3,0.2,72
4,인천,2020-08-20,1,25,1.6,91
5,광주,2020-08-20,1,25.4,0.6,95
6,대전,2020-08-20,1,25.9,0,92
7,울산,2020-08-20,1,27.3,1.4,78
8,강릉,2020-08-20,1,29.5,3.3,58
9,제주,2020-08-20,1,27.5,2,76
1,서울,2020-08-20,2,25.1,0.5,86
2,부산,2020-08-20,2,27.4,0,81
3,대구,2020-08-20,2,26.8,0.7,73
4,인천,2020-08-20,2,25.1,2,92
5,광주,2020-08-20,2,25,0.7,97
6,대전,2020-08-20,2,25.6,0.9,94
7,울산,2020-08-20,2,27,1.6,79
8,강릉,2020-08-20,2,29,2.6,57
9,제주,2020-08-20,2,26.7,2.2,78
1,서울,2020-08-20,3,25.1,1.1,87
2,부산,2020-08-20,3,27.4,0.1,80
3,대구,2020-08-20,3,26.1,0.4,79
4,인천,2020-08-20,3,24.9,1.6,93
5,광주,2020-08-20,3,24.7,0.5,98
6,대전,2020-08-20,3,25.3,0.4,94
7,울산,2020-08-20,3,25.7,1.4,86
8,강릉,2020-08-20,3,28.5,1.9,56
9,제주,2020-08-20,3,26.3,2.9,72
1,서울,2020-08-20,4,25,1.2,88
2,부산,2020-08-20,4,27.4,1.1,79
3,대구,2020-08-20,4,25.6,0,84
4,인천,2020-08-20,4,24.7,1.7,93
5,광주,2020-08-20,4,24.2,1.4,99
6,대전,2020-08-20,4,24.9,0.9,97
7,울산,2020-08-20,4,25.3,1.6,89
8,강릉,2020-08-20,4,27.8,2.7,59
9,제주,2020-08-20,4,26.3,1.2,74
1,서울,2020-08-20,5,25.2,0.9,89
2,부산,2020-08-20,5,27.4,1.8,77
3,대구,2020-08-20,5,25.3,1,82
4,인천,2020-08-20,5,24.7,1.5,89
5,광주,2020-08-20,5,24.4,0.1,99
6,대전,2020-08-20,5,24.8,0.2,97
7,울산,2020-08-20,5,24.7,0.3,89
8,강릉,2020-08-20,5,26.7,3,64
9,제주,2020-08-20,5,26.3,1.5,74
1,서울,2020-08-20,6,25.1,0.8,90
2,부산,2020-08-20,6,27.4,2.8,76
3,대구,2020-08-20,6,24.5,0.8,82
4,인천,2020-08-20,6,24.6,2,87
5,광주,2020-08-20,6,24.4,0.5,99
6,대전,2020-08-20,6,24.9,0.4,97
7,울산,2020-08-20,6,25.4,1.2,88
8,강릉,2020-08-20,6,26.7,2.4,62
9,제주,2020-08-20,6,26.1,1.5,69
1,서울,2020-08-20,7,25.2,1.1,89
2,부산,2020-08-20,7,28.3,3.6,73
3,대구,2020-08-20,7,26.1,0,73
4,인천,2020-08-20,7,24.8,0.7,86
5,광주,2020-08-20,7,24.3,0.2,99
6,대전,2020-08-20,7,25,0.1,96
7,울산,2020-08-20,7,26.9,1.7,83
8,강릉,2020-08-20,7,27.1,2.8,63
9,제주,2020-08-20,7,26.8,2.1,68
1,서울,2020-08-20,8,25.7,0.4,87
2,부산,2020-08-20,8,30.4,1.5,68
3,대구,2020-08-20,8,27.4,1.2,71
4,인천,2020-08-20,8,25.3,2.8,83
5,광주,2020-08-20,8,24.3,0.7,99
6,대전,2020-08-20,8,26,0.4,92
7,울산,2020-08-20,8,29,1.4,76
8,강릉,2020-08-20,8,28.4,1.7,60
9,제주,2020-08-20,8,29.3,0.8,73
1,서울,2020-08-20,9,26.4,0.6,80
2,부산,2020-08-20,9,31.8,1.1,65
3,대구,2020-08-20,9,30.1,1.4,61
4,인천,2020-08-20,9,26.4,1.1,72
5,광주,2020-08-20,9,25.7,0.9,95
6,대전,2020-08-20,9,27.1,0.8,84
7,울산,2020-08-20,9,29.6,2.7,73
8,강릉,2020-08-20,9,29.6,1.6,62
9,제주,2020-08-20,9,30.2,1.6,72
1,서울,2020-08-20,10,27.8,1.1,75
2,부산,2020-08-20,10,31.2,2.6,69
3,대구,2020-08-20,10,31.7,1.7,52
4,인천,2020-08-20,10,26.5,2.1,76
5,광주,2020-08-20,10,27.2,1.1,90
6,대전,2020-08-20,10,29.3,1.1,74
7,울산,2020-08-20,10,31.3,1.5,62
8,강릉,2020-08-20,10,30.2,2.1,63
9,제주,2020-08-20,10,29,2.1,77
1,서울,2020-08-20,11,29,0.8,73
2,부산,2020-08-20,11,31.4,2.6,68
3,대구,2020-08-20,11,33,1.6,49
4,인천,2020-08-20,11,27.9,2.3,64
5,광주,2020-08-20,11,28.8,0.7,78
6,대전,2020-08-20,11,30.1,0.6,68
7,울산,2020-08-20,11,31.9,2.6,58
8,강릉,2020-08-20,11,30,2,64
9,제주,2020-08-20,11,29.4,3.1,76
1,서울,2020-08-20,12,30.6,1.9,63
2,부산,2020-08-20,12,32.1,2.4,66
3,대구,2020-08-20,12,32.9,1.7,42
4,인천,2020-08-20,12,28.7,2.3,65
5,광주,2020-08-20,12,30.2,1,69
6,대전,2020-08-20,12,31,1.3,64
7,울산,2020-08-20,12,33.2,2.3,53
8,강릉,2020-08-20,12,30.4,1.8,67
9,제주,2020-08-20,12,29,3.6,78
1,서울,2020-08-20,13,31.3,1.6,60
2,부산,2020-08-20,13,32.2,3.6,66
3,대구,2020-08-20,13,34.5,2.3,39
4,인천,2020-08-20,13,29,3.8,61
5,광주,2020-08-20,13,31.2,1.6,62
6,대전,2020-08-20,13,32.2,1.1,60
7,울산,2020-08-20,13,33.3,2.6,56
8,강릉,2020-08-20,13,30,2.1,69
9,제주,2020-08-20,13,28.1,2.6,80
1,서울,2020-08-20,14,31.6,2.1,60
2,부산,2020-08-20,14,32.8,3.8,60
3,대구,2020-08-20,14,35.3,1.8,38
4,인천,2020-08-20,14,29.6,3.5,60
5,광주,2020-08-20,14,32.4,0.6,55
6,대전,2020-08-20,14,33.2,0.9,56
7,울산,2020-08-20,14,31.4,3.6,60
8,강릉,2020-08-20,14,29.3,1.9,70
9,제주,2020-08-20,14,29.1,2.8,76
1,서울,2020-08-20,15,31.5,1.6,60
2,부산,2020-08-20,15,32.7,3.2,59
3,대구,2020-08-20,15,36,1,35
4,인천,2020-08-20,15,29.3,3.2,59
5,광주,2020-08-20,15,33.3,1.4,54
6,대전,2020-08-20,15,34.3,1.3,52
7,울산,2020-08-20,15,30,3.5,63
8,강릉,2020-08-20,15,27.8,2.3,75
9,제주,2020-08-20,15,29.6,2.4,73
1,서울,2020-08-20,16,30.9,2.9,68
2,부산,2020-08-20,16,32.1,2.9,62
3,대구,2020-08-20,16,35.4,2,36
4,인천,2020-08-20,16,29.1,2.1,67
5,광주,2020-08-20,16,33.6,1.9,56
6,대전,2020-08-20,16,34.4,1.5,53
7,울산,2020-08-20,16,29.8,3.3,59
8,강릉,2020-08-20,16,26.9,2,79
9,제주,2020-08-20,16,30.8,2.5,71
1,서울,2020-08-20,17,30.6,2.7,70
2,부산,2020-08-20,17,30.5,3,73
3,대구,2020-08-20,17,35.5,2.4,38
4,인천,2020-08-20,17,28.9,2.9,67
5,광주,2020-08-20,17,33.3,2,57
6,대전,2020-08-20,17,34.2,1.3,47
7,울산,2020-08-20,17,29.2,3.3,62
8,강릉,2020-08-20,17,25.6,2.5,87
9,제주,2020-08-20,17,29.3,2.1,76
1,서울,2020-08-20,18,29.7,2.8,70
2,부산,2020-08-20,18,29.9,2.3,63
3,대구,2020-08-20,18,32.5,3.5,51
4,인천,2020-08-20,18,27.4,3,75
5,광주,2020-08-20,18,32.6,2,60
6,대전,2020-08-20,18,33.8,1.3,53
7,울산,2020-08-20,18,28.9,1.7,61
8,강릉,2020-08-20,18,24.8,1.7,91
9,제주,2020-08-20,18,29.1,2.9,77
1,서울,2020-08-20,19,28.2,3.3,70
2,부산,2020-08-20,19,28.3,2,65
3,대구,2020-08-20,19,30.9,3.3,55
4,인천,2020-08-20,19,26.9,1.4,78
5,광주,2020-08-20,19,30.8,1.3,70
6,대전,2020-08-20,19,31.8,1.1,63
7,울산,2020-08-20,19,27.6,0.8,68
8,강릉,2020-08-20,19,24.1,1.5,92
9,제주,2020-08-20,19,28.4,2.2,81
1,서울,2020-08-20,20,27.2,3.6,75
2,부산,2020-08-20,20,27.6,2,62
3,대구,2020-08-20,20,29.3,2.4,59
4,인천,2020-08-20,20,26.1,1.9,82
5,광주,2020-08-20,20,29.5,0.9,88
6,대전,2020-08-20,20,30.4,1.5,68
7,울산,2020-08-20,20,27,1.3,70
8,강릉,2020-08-20,20,23.8,2,94
9,제주,2020-08-20,20,28.2,1.8,78
1,서울,2020-08-20,21,26.8,3,77
2,부산,2020-08-20,21,27.3,2.1,63
3,대구,2020-08-20,21,28.1,2.7,62
4,인천,2020-08-20,21,25.6,3.2,87
5,광주,2020-08-20,21,28.2,1.1,89
6,대전,2020-08-20,21,29,0.6,78
7,울산,2020-08-20,21,26.1,1,75
8,강릉,2020-08-20,21,23.4,2.5,95
9,제주,2020-08-20,21,28.1,1.6,78
1,서울,2020-08-20,22,26.3,2.7,81
2,부산,2020-08-20,22,27.2,1.9,60
3,대구,2020-08-20,22,27.4,3.1,62
4,인천,2020-08-20,22,25.4,1.5,89
5,광주,2020-08-20,22,27.3,0.9,91
6,대전,2020-08-20,22,28.1,0.5,85
7,울산,2020-08-20,22,25.8,1,77
8,강릉,2020-08-20,22,23.2,2.1,95
9,제주,2020-08-20,22,27.7,1,83
1,서울,2020-08-20,23,26.2,2.3,81
2,부산,2020-08-20,23,26.9,1.8,61
3,대구,2020-08-20,23,26.9,2.6,64
4,인천,2020-08-20,23,25.5,0.4,85
5,광주,2020-08-20,23,26.3,1.2,94
6,대전,2020-08-20,23,27.5,0.2,89
7,울산,2020-08-20,23,25.4,1.9,77
8,강릉,2020-08-20,23,23,1.4,95
9,제주,2020-08-20,23,27.5,1.5,71
1,서울,2020-08-21,0,26,0.7,81
2,부산,2020-08-21,0,26.5,2,63
3,대구,2020-08-21,0,26.3,2.7,68
4,인천,2020-08-21,0,25.5,0.9,86
5,광주,2020-08-21,0,26.3,0.7,92
6,대전,2020-08-21,0,27.2,0.6,90
7,울산,2020-08-21,0,24,1.2,88
8,강릉,2020-08-21,0,22.8,1.9,96
9,제주,2020-08-21,0,27,1.6,68
1,서울,2020-08-21,1,25.7,0.8,82
2,부산,2020-08-21,1,26.2,1.9,66
3,대구,2020-08-21,1,25.4,3,77
4,인천,2020-08-21,1,25.4,0.7,85
5,광주,2020-08-21,1,26,0.7,93
6,대전,2020-08-21,1,26.9,0.3,92
7,울산,2020-08-21,1,23.7,1.7,93
8,강릉,2020-08-21,1,22.8,1.4,96
9,제주,2020-08-21,1,26.5,1.8,70
1,서울,2020-08-21,2,25.6,1.1,84
2,부산,2020-08-21,2,25.3,1.9,72
3,대구,2020-08-21,2,24.9,3.2,82
4,인천,2020-08-21,2,25.3,1.3,87
5,광주,2020-08-21,2,25.2,0.6,95
6,대전,2020-08-21,2,26.7,0.2,93
7,울산,2020-08-21,2,23.5,1.2,98
8,강릉,2020-08-21,2,22.9,0.6,94
9,제주,2020-08-21,2,26.2,2.2,71
1,서울,2020-08-21,3,25.4,0.5,85
2,부산,2020-08-21,3,24.7,2,76
3,대구,2020-08-21,3,24.5,3,85
4,인천,2020-08-21,3,25.3,1,88
5,광주,2020-08-21,3,24.5,0.9,98
6,대전,2020-08-21,3,26.2,0.1,95
7,울산,2020-08-21,3,23.2,0.8,98
8,강릉,2020-08-21,3,23,0.6,95
9,제주,2020-08-21,3,25.9,2,69
1,서울,2020-08-21,4,25.4,0.8,85
2,부산,2020-08-21,4,24,2.3,84
3,대구,2020-08-21,4,24.4,3.6,84
4,인천,2020-08-21,4,25.4,2.3,87
5,광주,2020-08-21,4,24.7,0.6,98
6,대전,2020-08-21,4,25.7,0.1,97
7,울산,2020-08-21,4,23,1,98
8,강릉,2020-08-21,4,23.2,0,94
9,제주,2020-08-21,4,25.8,1.6,68
1,서울,2020-08-21,5,25.4,1.2,86
2,부산,2020-08-21,5,23.6,1.9,87
3,대구,2020-08-21,5,24,2.9,86
4,인천,2020-08-21,5,25,1.8,86
5,광주,2020-08-21,5,24.3,0.1,99
6,대전,2020-08-21,5,25.5,0.1,96
7,울산,2020-08-21,5,22.8,1.5,98
8,강릉,2020-08-21,5,23.2,0.1,92
9,제주,2020-08-21,5,25.8,1.4,66
1,서울,2020-08-21,6,25.2,0.8,86
2,부산,2020-08-21,6,23.8,2.2,87
3,대구,2020-08-21,6,23.8,3.3,87
4,인천,2020-08-21,6,25,2.7,84
5,광주,2020-08-21,6,24.1,0.9,99
6,대전,2020-08-21,6,25.1,0.7,97
7,울산,2020-08-21,6,22.7,0.9,98
8,강릉,2020-08-21,6,23.1,0,92
9,제주,2020-08-21,6,25.7,1.3,72
1,서울,2020-08-21,7,25.4,1.3,85
2,부산,2020-08-21,7,24.9,2.9,81
3,대구,2020-08-21,7,24,3.6,86
4,인천,2020-08-21,7,25.2,3.1,83
5,광주,2020-08-21,7,24.6,0.8,99
6,대전,2020-08-21,7,25.3,0.5,97
7,울산,2020-08-21,7,23.9,1,98
8,강릉,2020-08-21,7,23.3,1,94
9,제주,2020-08-21,7,25.6,1.2,73
1,서울,2020-08-21,8,26,1.1,84
2,부산,2020-08-21,8,26.7,2.1,76
3,대구,2020-08-21,8,24.8,3.1,83
4,인천,2020-08-21,8,25.5,2.3,81
5,광주,2020-08-21,8,25.3,0.7,98
6,대전,2020-08-21,8,26.3,0.2,93
7,울산,2020-08-21,8,24.7,0.4,90
8,강릉,2020-08-21,8,23.7,2.2,91
9,제주,2020-08-21,8,28.3,1.5,65
1,서울,2020-08-21,9,26.7,2,82
2,부산,2020-08-21,9,28.5,1.6,72
3,대구,2020-08-21,9,25.5,2.7,79
4,인천,2020-08-21,9,26.4,2.4,79
5,광주,2020-08-21,9,26.5,0.9,95
6,대전,2020-08-21,9,27.4,1,85
7,울산,2020-08-21,9,25.7,2.2,84
8,강릉,2020-08-21,9,24.4,0.6,87
9,제주,2020-08-21,9,29.2,1.6,72
1,서울,2020-08-21,10,26.5,2.1,84
2,부산,2020-08-21,10,29.6,2.7,69
3,대구,2020-08-21,10,26.3,2.7,74
4,인천,2020-08-21,10,26.9,2.8,81
5,광주,2020-08-21,10,26.6,1.1,96
6,대전,2020-08-21,10,28.8,0.5,75
7,울산,2020-08-21,10,26.5,1.8,78
8,강릉,2020-08-21,10,24.9,1.4,85
9,제주,2020-08-21,10,28.7,2.3,73
1,서울,2020-08-21,11,27.5,1.7,80
2,부산,2020-08-21,11,30.3,2.6,65
3,대구,2020-08-21,11,27.9,1.8,69
4,인천,2020-08-21,11,27.2,3.7,80
5,광주,2020-08-21,11,28.2,0.8,91
6,대전,2020-08-21,11,30.2,1,70
7,울산,2020-08-21,11,27.4,1.5,76
8,강릉,2020-08-21,11,23.5,4.4,89
9,제주,2020-08-21,11,28.6,2.8,74
1,서울,2020-08-21,12,27.6,0.5,81
2,부산,2020-08-21,12,30.3,2.8,68
3,대구,2020-08-21,12,29.5,1.4,61
4,인천,2020-08-21,12,27,2.4,86
5,광주,2020-08-21,12,29.6,1,77
6,대전,2020-08-21,12,31.7,0.8,62
7,울산,2020-08-21,12,28.6,0.9,73
8,강릉,2020-08-21,12,22.8,3.9,91
9,제주,2020-08-21,12,29.1,3.5,76
1,서울,2020-08-21,13,26.4,2.1,90
2,부산,2020-08-21,13,30.4,2.7,66
3,대구,2020-08-21,13,30.4,1.5,58
4,인천,2020-08-21,13,28.2,2.9,77
5,광주,2020-08-21,13,30.1,1.2,73
